Frequency;Cores;CacheSize;P_orig;P;P_dyn_orig;P_dyn;P_dyn_rest;P_dyn_mem_orig;P_dyn_mem;P_dyn_arm_orig;P_dyn_arm;P_idle;P_idle_kfc;P_idle_arm;rps_orig;rps;IPC_orig;IPC;memory_heaviness_orig;memory_heaviness;IPR_orig;IPR;measured_P;measured_rps;delta_rps_rel_orig;delta_P_rel_orig;delta_rps_orig;delta_P_orig;delta_rps_rel;delta_P_rel;delta_rps;delta_P
1400;1;64;5.349482485654638;5.342639194020369;1.2690939795470597;1.2622506879127908;0.3040313767029419;0.028704329528262205;0.028799564568080298;0.9363582733158555;0.9294197466417686;4.080388506107578;0.11138391560708089;0.22345755767363754;14156.318953857495;13974.937326347237;0.3697770778409084;0.36742931812370117;0.0021751494635651337;0.0022090836699999944;36569.387187776345;36808.82664163157;5.4262851660683324;14287.217393544846;0.009246643856642001;0.014153823115297537;130.89843968735113;0.07680268041369409;0.021857304931798792;0.01541496060159517;312.28006719760924;0.08364597204796365
1500;1;64;5.524644501416501;5.517112009123723;1.3919732127000435;1.3844407204072664;0.3102432030508654;0.02866016375741636;0.028747383273069076;1.0530698458917618;1.0454501340833318;4.132671288716457;0.1274796354547785;0.25964462043481906;14175.454791241582;13987.570434141393;0.3455917965491552;0.3432440368319478;0.0021751494635651337;0.0022090836699999944;36569.387187776345;36808.82664163157;5.573719107358253;14269.634171424097;0.006643834823606833;0.008804642824028423;94.17938018251516;0.04907460594175195;0.01976671117803116;0.010156073017708862;282.0637372827041;0.056607098234529474
1600;1;64;5.717645224830408;5.7094689418219495;1.527849386341519;1.5196731033330608;0.3145973411023396;0.0284956517663602;0.028575383883422616;1.1847563934728194;1.1765003783472987;4.189795838488889;0.14479478507258822;0.2994540205894415;14132.040202780296;13938.060003273755;0.32300003120543375;0.3206522714882265;0.0021751494635651337;0.0022090836699999944;36569.387187776345;36808.82664163157;6.030063864973476;14255.470129960937;0.008734048687206395;0.05181017102618077;123.42992718064124;0.3124186401430684;0.0222658476916925;0.05316609082927794;317.4101266871821;0.3205949231515266
1700;1;64;5.929795553385292;5.92102088960398;1.6780333979604174;1.6692587341791056;0.3170937908573646;0.028226039522100767;0.02829881236614786;1.332713567580952;1.3238661309555932;4.251762155424874;0.16332936446050994;0.3428857581375049;14039.14772868207;13839.393537775999;0.30200178180974435;0.299654022092537;0.0021751494635651337;0.0022090836699999944;36569.387187776345;36808.82664163157;6.026201373435072;14246.33894429095;0.014758104951455646;0.01599777605752767;207.19121560888016;0.09640582004977993;0.028564911175164034;0.017453861448233715;406.9454065149512;0.10518048383109146
1800;1;64;6.162313920080338;6.152986285469002;1.8437436805559255;1.8344160459445884;0.3177325523159402;0.02786549761346186;0.027931839310068686;1.4981456306265235;1.4887516543185795;4.318570239524413;0.18308337361854374;0.38993983307900915;13909.849909155311;13704.558541679806;0.28259704836208677;0.2802492886448795;0.0021751494635651337;0.0022090836699999944;36569.387187776345;36808.82664163157;6.334829261572698;14248.378905921496;0.02433735798567953;0.02723283207313001;338.5289967661847;0.17251534149235948;0.03816717451384476;0.028705268697100043;543.8203642416902;0.18184297610369615
1900;1;64;6.4163262934250005;6.406491097926464;2.0261062026374965;2.0162710071389602;0.3165136254780667;0.027427121251084284;0.027487559925825848;1.6821654559083452;1.6722698217350676;4.390220090787504;0.20405681254668956;0.4406162454139543;13757.219284408464;13546.542519016864;0.2647858308624613;0.2624380711452541;0.0021751494635651337;0.0022090836699999944;36569.387187776345;36808.82664163157;6.744023241670186;14245.92995705574;0.03552394292363636;0.04859072047978743;488.7106726472757;0.3276969482451859;0.049093842251588624;0.05004907777573597;699.3874380388752;0.3375321437437222
2e3;1;64;6.692866177438981;6.682568830996075;2.2261544682248333;2.215857121781928;0.31343701034374394;0.026922930267425642;0.02697799404587698;1.8857945276136636;1.875442117392307;4.466711709214148;0.22624968124494746;0.4949149951423405;13594.328394649932;13378.332973818839;0.2485681293108677;0.24622036959366045;0.0021751494635651337;0.0022090836699999944;36569.387187776345;36808.82664163157;7.383316182012802;14242.508067154326;0.047680154082454365;0.09351489053873807;648.1796725043932;0.6904500045738207;0.06067576646338178;0.09490956824033675;864.175093335487;0.7007473510167266
200;2;64;4.001178856383956;4.0064368104526835;0.17052590282579574;0.1757838568945226;0.08458977340481666;0.011450566014017872;0.011691426455902855;0.07448556340696122;0.0795026570338031;3.8306529535581606;0.013350799503448882;0.07175512122785198;4155.915740451466;4133.637006137442;0.8177338157214633;0.8156608518148805;0.0020309413812730666;0.002060903725640093;39352.76202845398;39464.56114089473;4.038354028509074;4086.5756208349258;-0.016684678888366476;0.009205525781711335;-69.3401196165405;0.03717517212511812;-0.011516093098235881;0.007903521541466799;-47.0613853025161;0.031917218056390695
300;2;64;4.1157610172854495;4.119929300149534;0.2909264870810454;0.2950947699451298;0.11309385931013141;0.014635608050413869;0.014863795425659555;0.16319701972050016;0.16713711520933883;3.824834530204404;0.014813362109801952;0.06447413526774234;5903.725455103087;5871.242629983797;0.7744263430533266;0.7723533791467437;0.0020309413812730666;0.002060903725640093;39352.76202845398;39464.56114089473;4.141341913239172;5869.248743252794;-0.005839823025728963;0.006176958215390202;-34.47671185029321;0.025580895953722482;-3.3971753766528893e-4;0.005170452847949082;-1.993886731002931;0.021412613089638377
400;2;64;4.224592112405478;4.227710818956996;0.4007342383912782;0.4038529449427952;0.13974025691899689;0.017425950676890407;0.017641931296102288;0.2435680307953909;0.24647075672769603;3.8238578740142004;0.01749535448626707;0.06081548670107363;7447.633645673306;7405.524362155106;0.7327123863332219;0.730639422426639;0.0020309413812730666;0.002060903725640093;39352.76202845398;39464.56114089473;4.244302058491768;7509.380853665548;0.008290849272387848;0.0046438603602341096;61.74720799224178;0.019709946086289953;0.013830233615031823;0.003909061915510381;103.85649151044163;0.016591239534772484
500;2;64;4.3300926131098585;4.332201838240886;0.5023696281223086;0.504478853253336;0.16452896623141314;0.019849744398651913;0.020053984572435436;0.3179909174922435;0.3198959024494874;3.82772298498755;0.021396776632844235;0.060779175527845855;8799.788246888123;8748.595723506265;0.6925919455611491;0.6905189816545663;0.0020309413812730666;0.002060903725640093;39352.76202845398;39464.56114089473;4.344832123394175;8906.994922907288;0.012182869974976529;0.0033924234275827803;107.20667601916466;0.014739510284316637;0.0177836858302958;0.002906967356755401;158.399199401023;0.012630285153289122
600;2;64;4.4345905262746665;4.435730364877279;0.5981606631502143;0.5993005017528268;0.18745998724738006;0.02193406434271971;0.022127030381680297;0.3887666115601145;0.3897134841237664;3.8364298631244522;0.026517628549533448;0.064365201748059;9972.337193473542;9912.57023489217;0.6540650207371083;0.6519920568305254;0.0020309413812730666;0.002060903725640093;39352.76202845398;39464.56114089473;4.463532030946525;10204.691428775777;0.023299877530645528;0.006483991706837011;232.35423530223488;0.02894150467185863;0.028626166300322175;0.006228624747507551;292.1211938836077;0.027801666069246167
700;2;64;4.540321394286235;4.5405319412525085;0.6903428858613277;0.6905534328276013;0.20853331996689772;0.023704910257931956;0.023887068472675056;0.45810465563649805;0.4581330443880285;3.8499785084249076;0.03285791023633471;0.07157356536171307;10977.428420155566;10909.561417167719;0.6171316118610993;0.6150586479545165;0.0020309413812730666;0.002060903725640093;39352.76202845398;39464.56114089473;4.553393200581969;11394.877879334255;0.03802798280262199;0.002870783549741024;417.4494591786897;0.013071806295733346;0.04259075589100486;0.002824543974769485;485.31646216653644;0.01286125932946014
800;2;64;4.649428295041161;4.648749645263171;0.7810593741522447;0.7803807243742553;0.2277489643899661;0.025187206514943737;0.025359023216074812;0.5281232032473349;0.5272727367682144;3.868368920888916;0.040417621693248015;0.08240426636880807;11827.209861660196;11751.682791187806;0.5817917189331223;0.5797187550265395;0.0020309413812730666;0.002060903725640093;39352.76202845398;39464.56114089473;4.68342751079309;12331.299396506292;0.04262117107435318;0.007259473040540659;504.0895348460963;0.03399921575192888;0.04700369252916714;0.007404377552551447;579.6166053184861;0.03467786552991825
900;2;64;4.763961841946296;4.76243409031612;0.872360741429819;0.8708329897996427;0.24510692051658522;0.02640480210622701;0.026566743604351482;0.6008490188070068;0.599159325678706;3.891601100516477;0.049196762920273376;0.09685730476934401;12533.82945271344;12451.047877807332;0.5480453419531773;0.5459723780465945;0.0020309413812730666;0.002060903725640093;39352.76202845398;39464.56114089473;4.830862589910442;13155.943872305126;0.049634824052676475;0.013848613310565389;622.1144195916859;0.06690074796414613;0.05358003966417694;0.01416486151712108;704.8959944977942;0.06842849959432229
1e3;2;64;4.885880183918756;4.883543425328468;0.9662051366111646;0.9638683780208768;0.26060718834675517;0.02738047064607061;0.027533003251793926;0.6782174776183387;0.6757281864223277;3.9196750473075914;0.059195333917410775;0.11493268056332087;13109.4351280413;13019.770197881197;0.5158924809212644;0.5138195170146815;0.0020309413812730666;0.002060903725640093;39352.76202845398;39464.56114089473;5.0194112930649;14012.873514977387;0.06891512701440647;0.026602942327248268;903.4383869360881;0.1335311091461442;0.07087078292933507;0.027068486681725977;993.103317096191;0.13586786773643222
1100;2;64;5.0170490053859105;5.013943334727587;1.0644582441236516;1.0613525734653284;0.2742497678804757;0.0281359103705802;0.02827950039450782;0.7620725658725958;0.758823305190345;3.952590761262259;0.07041333468466024;0.13663039375073865;13566.174822369772;13469.963272264287;0.48533313583738324;0.4832601719308004;0.0020309413812730666;0.002060903725640093;39352.76202845398;39464.56114089473;5.185111219908417;14190.23322361362;0.046001058471899926;0.03241246087012089;624.0584012438485;0.16806221452250636;0.05075814752295613;0.03301142018393443;720.2699513493335;0.1711678851808296
1200;2;64;5.159241526285394;5.155407038451113;1.1688932839049149;1.1650587960706342;0.28603465911774706;0.028691744137678395;0.02882685789041576;0.8541668806494895;0.8501972790624714;3.990348242380479;0.08285076522202174;0.16195044433159736;13916.196470424862;13813.740621811507;0.456367306701534;0.4542943427949512;0.0020309413812730666;0.002060903725640093;39352.76202845398;39464.56114089473;5.293598253458868;14207.188012503671;0.02091027837219988;0.02538098297990128;290.9915420788093;0.1343567271734747;0.027693544306297196;0.026105346191970764;393.44739069216484;0.13819121500775555
1300;2;64;5.3141385020650995;5.309615291946934;1.281191011402847;1.2766678012846817;0.2959618620585691;0.02906751942710465;0.029194623219257206;0.9561616299171734;0.9515113160068553;4.032947490662252;0.09650762552949528;0.19089283230589701;14171.648006932575;14063.215767377753;0.4289949935137167;0.4269220296071339;0.0020309413812730666;0.002060903725640093;39352.76202845398;39464.56114089473;5.445991252963066;14204.463361927663;0.002315563791807045;0.024210973682013835;32.815354995087546;0.13185275089796633;0.009943888125228091;0.02504153140935215;141.24759454991;0.1363759610161317
1400;2;64;5.483328223683175;5.478156386173202;1.4029397175755967;1.3977678800656244;0.3040313767029419;0.029281708340415373;0.029401268482588526;1.0696266325322394;1.0643352348800939;4.080388506107578;0.11138391560708089;0.22345755767363754;14344.677366618913;14230.502229817921;0.40321619627393146;0.4011432323673486;0.0020309413812730666;0.002060903725640093;39352.76202845398;39464.56114089473;5.5663891414071225;14185.497302260763;-0.011096803384966566;0.014921866871662928;-159.18006435815005;0.08306091772394719;-0.0031726013264255265;0.01585098579931767;-45.004927557158226;0.08823275523392038
1500;2;64;5.668306517608034;5.66252614759833;1.5356352288915769;1.5298548588818726;0.3102432030508654;0.02935170760098372;0.029464190403782946;1.196040318239728;1.1901474654272244;4.132671288716457;0.1274796354547785;0.25964462043481906;14447.432484209887;14327.713529986911;0.3790309149821782;0.3769579510755954;0.0020309413812730666;0.002060903725640093;39352.76202845398;39464.56114089473;5.724029380712742;14196.501440259777;-0.01736855626246124;0.009734901657295389;-250.9310439501096;0.055722863104707976;-0.009242565168558408;0.010744744483955473;-131.2120897271343;0.0615032331144123
1600;2;64;5.870476745818346;5.864127938200985;1.6806809073294566;1.674332099712096;0.3145973411023396;0.029293838553999814;0.029399710328030577;1.3367897276731173;1.330335048281726;4.189795838488889;0.14479478507258822;0.2994540205894415;14492.061294431482;14366.963188739612;0.3564391496384568;0.35436618573187395;0.0020309413812730666;0.002060903725640093;39352.76202845398;39464.56114089473;6.236150353080243;14198.885139071592;-0.02023012112656063;0.05863771502578967;-293.1761553598899;0.3656736072618969;-0.011837411741962293;0.05965578021952328;-168.07804966801996;0.37202241487925747
1700;2;64;6.09114980580304;6.084272655470101;1.8393876503781659;1.8325105000452269;0.3170937908573646;0.029123347166470685;0.029223074222338406;1.4931705123543306;1.4861936349655238;4.251762155424874;0.16332936446050994;0.3428857581375049;14490.711732009715;14360.364726930931;0.3354409002427674;0.33336793633618456;0.0020309413812730666;0.002060903725640093;39352.76202845398;39464.56114089473;6.259172975495044;14193.135998854976;-0.02053561886110811;0.026844308401417064;-297.5757331547393;0.16802316969200426;-0.01178236635578259;0.027943039872789337;-167.2287280759556;0.1749003200249435
1800;2;64;6.331544130561307;6.324178732404862;2.0129738910368937;2.0056084928804494;0.3177325523159402;0.02885440402722015;0.028948452675530263;1.6663869346937332;1.6589274878889788;4.318570239524413;0.18308337361854374;0.38993983307900915;14455.531731670582;14320.031665415752;0.3160361667951098;0.31396320288852697;0.0020309413812730666;0.002060903725640093;39352.76202845398;39464.56114089473;6.594605117383397;14200.26941727691;-0.017658452081317708;0.03989033189093622;-255.26231439367257;0.2630609868220901;-0.00843380112162749;0.04100721425543589;-119.76224813884255;0.2704263849785349
1900;2;64;6.592785688602595;6.584972137514722;2.2025655978150906;2.1947520467272184;0.3165136254780667;0.02850010434688898;0.028588940898246935;1.8575518679901348;1.8496494803509047;4.390220090787504;0.20405681254668956;0.4406162454139543;14398.669228140094;14258.077525048991;0.2982249492954844;0.29615198538890153;0.0020309413812730666;0.002060903725640093;39352.76202845398;39464.56114089473;7.056281979561193;14203.466142433965;-0.013557022709059332;0.06568562485188864;-195.20308570612906;0.4634962909585987;-0.003844933487880889;0.06679294328254447;-54.61138261502674;0.4713098420464714
2e3;2;64;6.875907983946611;6.867686374819386;2.4091962747324627;2.400974665605238;0.31343701034374394;0.02807246795793481;0.028156558722946055;2.0676867964307837;2.059381096538548;4.466711709214148;0.22624968124494746;0.4949149951423405;14332.272156144245;14186.615826685527;0.28200724774389074;0.2799342838373079;0.0020309413812730666;0.002060903725640093;39352.76202845398;39464.56114089473;7.795452036175471;14199.366186111967;-0.009273196083937115;0.11795904175429926;-132.90597003227776;0.9195440522288596;8.979527155874533e-4;0.11901370915383837;12.7503594264399;0.9277656613560845
200;1;128;4.087640574299037;4.098224352778596;0.25698762074087667;0.26757139922043494;0.08458977340481666;0.015028008873908684;0.01539496412875472;0.15736983846215136;0.16758666168686354;3.8306529535581606;0.013350799503448882;0.07175512122785198;3469.461913322229;3400.1554990295676;0.7576531045433106;0.7515547381798502;0.002560223498757333;0.002648368474402131;43675.53952006407;44207.08043466542;4.026066723589603;3425.273714131021;-0.012736326351222356;-0.015293797876885631;-44.18819919120824;-0.06157385070943455;0.007333199387198633;-0.017922611358178908;25.11821510145319;-0.07215762918899316
300;1;128;4.170640795583846;4.178018915633693;0.3458062653794419;0.35318438542928876;0.11309385931013141;0.017845747430453064;0.018175420317251396;0.21486665863885746;0.221915105801906;3.824834530204404;0.014813362109801952;0.06447413526774234;4906.721059830374;4806.3382056531445;0.7143456318751739;0.7082472655117135;0.002560223498757333;0.002648368474402131;43675.53952006407;44207.08043466542;4.146883308378011;5052.245746074575;0.0296582349943554;-0.005728998247391477;145.5246862442018;-0.023757487205834593;0.04867291750653514;-0.007508194694743004;245.9075404214309;-0.031135607255682096
400;1;128;4.249052021310835;4.253342436427608;0.42519414729663413;0.4294845624134076;0.13974025691899689;0.020282301656967212;0.020576063995507966;0.26517158872067004;0.2691682414989027;3.8238578740142004;0.01749535448626707;0.06081548670107363;6160.2597934349;6031.009532752948;0.6726316751550692;0.6665333087916088;0.002560223498757333;0.002648368474402131;43675.53952006407;44207.08043466542;4.2607336278090235;6414.835332443577;0.041325455020579285;0.0027416889950465668;254.57553900867697;0.011681606498188835;0.0598340845554362;0.0017347227090599626;383.8257996906286;0.0073911913814157515
500;1;128;4.325294722845819;4.326615386526155;0.49757173785826914;0.49889240153860526;0.16452896623141314;0.022365822058655553;0.022625045668728826;0.31067694956820047;0.31173838963846334;3.82772298498755;0.021396776632844235;0.060779175527845855;7241.023709534573;7084.98346713175;0.6325112343829964;0.6264128680195359;0.002560223498757333;0.002648368474402131;43675.53952006407;44207.08043466542;4.373915083437912;7714.1359496259465;0.06533775596790356;0.011115981829687689;473.1122400913737;0.04862036059209274;0.08155838665569581;0.010814040970036114;629.1524824941962;0.047299696911756506
600;1;128;4.401696907064877;4.400165772805412;0.5652670439404248;0.5637359096809593;0.18745998724738006;0.02412338376253948;0.024349440463935286;0.3536836729305053;0.35192648196964393;3.8364298631244522;0.026517628549533448;0.064365201748059;8159.958403528166;7979.073995592323;0.5939843095589555;0.587885943195495;0.002560223498757333;0.002648368474402131;43675.53952006407;44207.08043466542;4.466442357911655;8861.988805380266;0.08603357604722095;0.0144959781540874;702.0304018521001;0.06474545084677796;0.09962942057113755;0.014838786621491585;882.9148097879433;0.06627658510624279
700;1;128;4.4804941163543415;4.4762291376517105;0.6305156079294338;0.6262506292268029;0.20853331996689772;0.025580986517457056;0.025775248129965532;0.3964013014450791;0.39194206112993957;3.8499785084249076;0.03285791023633471;0.07157356536171307;8928.009470814446;8724.095104937442;0.5570509006829466;0.5509525343194861;0.002560223498757333;0.002648368474402131;43675.53952006407;44207.08043466542;4.5493244637489685;9573.494241895978;0.07229884479755692;0.015129795191153697;645.484771081532;0.06883034739462701;0.08872404531684532;0.016067292337513826;849.3991369585365;0.073095326097258
800;1;128;4.563829428610807;4.556948558961648;0.6954605077218918;0.6885796380727317;0.2277489643899661;0.026763554694063448;0.026927393037474635;0.4409479886378622;0.43390328064529093;3.868368920888916;0.040417621693248015;0.08240426636880807;9556.122506792182;9330.860781969875;0.5217110077549696;0.5156126413915092;0.002560223498757333;0.002648368474402131;43675.53952006407;44207.08043466542;4.667766834393842;10129.70233158386;0.060022234372152025;0.022267051776705175;573.5798247916773;0.1039374057830349;0.07886130544263278;0.02374117631918634;798.8415496139842;0.11081827543219447
900;1;128;4.6537534572411285;4.644374650142076;0.7621523567246513;0.7527735496255988;0.24510692051658522;0.027694937284830544;0.02782972417893454;0.48935049892323557;0.479836904930079;3.891601100516477;0.049196762920273376;0.09685730476934401;10055.243106860145;9810.185013492397;0.4879646307750246;0.4818662644115641;0.002560223498757333;0.002648368474402131;43675.53952006407;44207.08043466542;4.7807244982576025;10497.857923270976;0.04401831081626051;0.026558953786763952;442.6148164108308;0.12697104101647394;0.06550602178128075;0.02852074997528529;687.6729097785792;0.1363498481155263
1e3;1;128;4.752224351162418;4.74046556011011;0.8325493038548268;0.8207905128025179;0.26060718834675517;0.028397907904047233;0.02850501516863408;0.5435442076040244;0.5316783092871287;3.9196750473075914;0.059195333917410775;0.11493268056332087;10436.316866417106;10172.881786307787;0.45581176974311155;0.44971340337965116;0.002560223498757333;0.002648368474402131;43675.53952006407;44207.08043466542;4.884016514929471;10767.23217577044;0.03170805501490487;0.026984381269840225;330.9153093533332;0.13179216376705316;0.055199923226334977;0.029391988004249126;594.350389462652;0.14355095481936164
1100;1;128;4.86110779480205;4.847086973293121;0.9085170335397911;0.8944962120308619;0.2742497678804757;0.028894164787819178;0.028974964242678973;0.6053731008714962;0.5912714799077072;3.952590761262259;0.07041333468466024;0.13663039375073865;10710.289380861834;10429.765087218808;0.4252524246592305;0.41915405829577;0.002560223498757333;0.002648368474402131;43675.53952006407;44207.08043466542;5.000832384955106;10895.059662211559;0.017251660975649313;0.0279402666190962;184.77028134972534;0.13972459015305638;0.042706932262755716;0.030743964169749994;465.2945749927512;0.1537454116619852
1200;1;128;4.982177008097655;4.966012109628743;0.9918287657171763;0.9756638672482634;0.28603465911774706;0.02920433079406893;0.029260194258991783;0.6765897758053603;0.6603690138715246;3.990348242380479;0.08285076522202174;0.16195044433159736;10888.106245593093;10591.648903028236;0.3962865955233813;0.3901882291599208;0.002560223498757333;0.002648368474402131;43675.53952006407;44207.08043466542;5.137066788031687;10976.638435965144;0.008131091704572914;0.030151404746166295;88.53219037205054;0.15488977993403186;0.035073536874047295;0.033298122345122444;384.9895329369083;0.1710546784029443
1300;1;128;5.117112746497126;5.098921724564867;1.0841652558348742;1.0659742339026141;0.2959618620585691;0.02934795340253602;0.029380252697311975;0.7588554403737691;0.7406321191467331;4.032947490662252;0.09650762552949528;0.19089283230589701;10980.713056009654;10669.347220538846;0.368914282335564;0.3628159159721036;0.002560223498757333;0.002648368474402131;43675.53952006407;44207.08043466542;5.2625665053510415;10991.158114768257;9.512186235380146e-4;0.027639319846317647;10.445058758603409;0.14545375885391554;0.02927907058283606;0.03109600242006993;321.81089422941113;0.16364478078617495
1400;1;128;5.267503300958614;5.247404109059643;1.1871147948510363;1.1670156029520642;0.3040313767029419;0.02934350471477682;0.029353611659195943;0.8537399134333175;0.8336306145899264;4.080388506107578;0.11138391560708089;0.22345755767363754;10999.055407510294;10673.674026553406;0.34313548509577874;0.33703711873231823;0.002560223498757333;0.002648368474402131;43675.53952006407;44207.08043466542;5.356922700421513;10981.80135387764;-0.0015686850364325733;0.016692307218818495;-17.254053632654177;0.08941939946289867;0.028057994985989654;0.02044431056532748;308.1273273242332;0.10951859136187014
1500;1;128;5.43484449795053;5.412955089581484;1.3021732092340728;1.2802838008650261;0.3102432030508654;0.029208381454164496;0.029197667868016842;0.9627216247290429;0.940842929946144;4.132671288716457;0.1274796354547785;0.25964462043481906;10954.078895493773;10615.443307874699;0.3189502038040254;0.312851837440565;0.002560223498757333;0.002648368474402131;43675.53952006407;44207.08043466542;5.498812332147672;10988.833597417412;0.003172763520804675;0.011633027339952594;34.754701923639004;0.06396783419714236;0.03397906486002906;0.015613779372727754;373.3902895427127;0.08585724256618832
1600;1;128;5.620539699451543;5.596978028109058;1.4307438609626542;1.407182189620169;0.3145973411023396;0.028958904965889147;0.028928742668964856;1.0871876148944253;1.0636561058488647;4.189795838488889;0.14479478507258822;0.2994540205894415;10856.729115358865;10505.469051305483;0.29635843846030396;0.29026007209684357;0.002560223498757333;0.002648368474402131;43675.53952006407;44207.08043466542;5.929150372601084;10979.908097409416;0.011345864923192325;0.05204972951531933;123.17898205055099;0.30861067314954127;0.043209746556610196;0.05602359927098692;474.4390461039329;0.33217234449202593
1700;1;128;5.825899802950586;5.800783822131297;1.5741376475257112;1.5490216667064236;0.3170937908573646;0.028610321216957828;0.028562082029046955;1.228433535451389;1.2033657938200122;4.251762155424874;0.16332936446050994;0.3428857581375049;10717.95166250434;10354.565243648543;0.27536018906461457;0.2692618227011542;0.002560223498757333;0.002648368474402131;43675.53952006407;44207.08043466542;5.929246893174228;10980.086839211534;0.02445758153810741;0.01743005344281004;262.13517670719375;0.10334709022364219;0.05696872936643441;0.02166600132485929;625.5215955629901;0.12846307104293064
1800;1;128;6.052143241446845;6.02559090464739;1.7335730019224316;1.7070206651229773;0.3177325523159402;0.02817680079619434;0.028111856537086942;1.387663648810297;1.36117625626995;4.318570239524413;0.18308337361854374;0.38993983307900915;10548.692132328963;10173.545871706643;0.255955455616957;0.2498570892534966;0.002560223498757333;0.002648368474402131;43675.53952006407;44207.08043466542;6.20735426301551;10982.580083183846;0.041131919048536;0.025004376259534535;433.88795085488346;0.1552110215686655;0.07366522304863214;0.02928193730638151;809.0342114772029;0.1817633583681202
1900;1;128;6.30039598344977;6.272525244166786;1.9101758926622656;1.8823051533792818;0.3165136254780667;0.027671438914239475;0.027591161403725646;1.5659908282699595;1.5382003664974895;4.390220090787504;0.20405681254668956;0.4406162454139543;10359.896120231515;9973.224922282567;0.23814423811733154;0.23204587175387115;0.002560223498757333;0.002648368474402131;43675.53952006407;44207.08043466542;6.593025177370124;10966.442410795282;0.05854752629992706;0.04438466197956799;606.5462905637669;0.29262919392035425;0.09056879627024708;0.04861196864580776;993.2174885127151;0.3204999332033376
2e3;1;128;6.571691532979068;6.542620344709191;2.1049798237649204;2.0759086354950433;0.31343701034374394;0.027106255403550834;0.027012016461420645;1.7644365580176258;1.7354596086898786;4.466711709214148;0.22624968124494746;0.4949149951423405;10162.509221610748;9764.416382179073;0.2219265365657379;0.21582817020227751;0.002560223498757333;0.002648368474402131;43675.53952006407;44207.08043466542;7.194528506558374;10980.660113794831;0.08050677980633676;0.08657092303012506;818.1508921840832;0.6228369735793056;0.11076235117120233;0.09061165874246206;1216.2437316157575;0.6519081618491827
200;2;128;4.062268686605845;4.076031436556578;0.23161573304768426;0.24537848299841736;0.08458977340481666;0.014020952506433669;0.014518324586173088;0.13300500713643393;0.14627038500742762;3.8306529535581606;0.013350799503448882;0.07175512122785198;3409.6881585956035;3353.1668685282657;0.7920520507851412;0.7856941920121048;0.0024021421930824492;0.0024940378374734102;46458.914360741706;46862.81493392859;4.028470062360422;3416.8533183718596;0.002101412047959057;-0.008389940528841526;7.165159776256132;-0.03379862424542246;0.018638918299817644;-0.01180631193974616;63.68644984359389;-0.0475613741961558
300;2;128;4.163351008148516;4.173771695265371;0.3385164779441123;0.3489371650609665;0.11309385931013141;0.01704898905063646;0.0175074923552574;0.2083736295833445;0.21833581339557773;3.824834530204404;0.014813362109801952;0.06447413526774234;4834.882100148912;4752.51040973948;0.7487445781170043;0.7423867193439679;0.0024021421930824492;0.0024940378374734102;46458.914360741706;46862.81493392859;4.147579185980102;4892.1670039869105;0.011848252480910305;-0.003802657275773561;57.28490383799817;-0.015771822168414218;0.02854698012835959;-0.006315131818051013;139.6565942474308;-0.02619250928526906
400;2;128;4.259178995951304;4.26638059278606;0.43532112193710315;0.44252271877185967;0.13974025691899689;0.01968810326541711;0.020109167987198563;0.2758927617526892;0.2826732938656642;3.8238578740142004;0.01749535448626707;0.06081548670107363;6087.362402892034;5980.628894032378;0.7070306213968998;0.7006727626238634;0.0024021421930824492;0.0024940378374734102;46458.914360741706;46862.81493392859;4.243569648032998;6220.418715967454;0.02185779394573361;-0.0036783531821002343;133.0563130754199;-0.015609347918306149;0.03854882330019825;-0.005375414249094669;239.78982193507545;-0.022810944753062223
500;2;128;4.352173121380024;4.356278600484462;0.5244501363924743;0.5285556154969115;0.16452896623141314;0.02196644565598003;0.02235150198720095;0.33795472450508113;0.3416751472782975;3.82772298498755;0.021396776632844235;0.060779175527845855;7177.418906589575;7047.723475244674;0.6669101806248269;0.6605523218517905;0.0024021421930824492;0.0024940378374734102;46458.914360741706;46862.81493392859;4.359290179940559;7338.872356802288;0.02249463941201516;0.0016326186756927873;161.4534502127126;0.007117058560535128;0.0396721549854662;6.908417039900442e-4;291.148881557614;0.003011579456097202
600;2;128;4.444661391310753;4.4457937252366495;0.6082315281863004;0.6093638621121975;0.18745998724738006;0.023911091349346526;0.024261569482285895;0.3968604495895738;0.39764230538253154;3.8364298631244522;0.026517628549533448;0.064365201748059;8115.341451006141;7963.9953072140925;0.628383255800786;0.6220253970277496;0.0024021421930824492;0.0024940378374734102;46458.914360741706;46862.81493392859;4.451506200016976;8383.250847489595;0.03301270785719537;0.0015376388122736629;267.90939648345375;0.006844808706222949;0.050011093298138694;0.0012832678477015982;419.2555402755024;0.0057124747803261045
700;2;128;4.538879348129823;4.537161509428959;0.6889008397049152;0.687183001004051;0.20853331996689772;0.025548040094354775;0.02586537022129156;0.45481947964366265;0.4527843108158618;3.8499785084249076;0.03285791023633471;0.07157356536171307;8911.419875906337;8739.64554377835;0.5914498469247771;0.5850919881517407;0.0024021421930824492;0.0024940378374734102;46458.914360741706;46862.81493392859;4.543502555616345;9314.273381747325;0.045206433032089245;0.001017542618261965;402.8535058409889;0.004623207486521785;0.06169325447275818;0.0013956294972362134;574.6278379689757;0.00634104618738629
