Config;Sets;SetMisses;Gets;GetMisses;CacheSize;CacheThreads;Frequency;E_ext;E_arm;E_mem;E_g3d;E_kfc;t_user;t_system;t_wall;perc_cpu;size_resident;cycles;instructions_k;instructions_u;LLC-store;LLC-store-misses;LLC-loads;LLC-load-misses;memoryHeaviness;instructions_adj;instructions;IPR;IPC;P_dyn_Rest;P_Rest;P_dyn_g3d;P_dyn_mem;P_dyn_kfc;P_dyn_arm;P_kfc;P_g3d;P_arm;P_mem;rps;EperRequest;uIPC;kIPC;uIPR;kIPR;instructions_u_adj;instructions_k_adj;P_ext;P;E_total;requests
big;200064;0;1799936;1292028;64;1;600;867.6;85.114953;16.682353;7.36926;2.527693;28.57;152.95;194.619287197;93;70000;241809309014;64688209946;6948134063;995533133;42520199;4057610600;120269768;0.0022724494005381957;69548217829.95561;71636344009;35818.172004500004;0.6134741751510592;0.23771048209854095;3.8840227599582535;8.647959144487752e-4;0.023483334177756686;0;0.37297558921806895;0.012987885406451965;0.037865003546850906;0.43734079096612793;0.08571788151250177;10276.473769917442;5.584712949999999e-5;0.05950193120690784;0.5539722439441513;3474.0670315;32344.104973;5168057803.9771595;64380160025.978455;4.457934321390186;0.5739115614319326;111.69425899999999;2000000
big;200064;0;1799936;1293186;64;1;700;810;87.167405;15.475183;6.755418;2.319923;25.21;134.73;178.400049207;89;70004;251921481586;64650871866;6957854189;990972318;40191594;4048278356;119980881;0.0022367731395888466;69694620734.51927;71608726055;35804.3630275;0.5734201337572136;0.26782381181016035;3.914136089669873;8.664747481705176e-4;0.02450972806645694;0;0.4170328301379792;0.013004049103754238;0.03786668238057265;0.48860639549969226;0.08674427540120203;11210.75923964221;5.585896450000001e-5;0.05571630581243929;0.5177038279447743;3478.9270945;32325.435933;5326126435.930816;64368494298.58846;4.540357492055095;0.6262214023852213;111.71792900000001;2000000
big;200064;0;1799936;1294693;64;1;800;774;95.206526;14.56757;6.290171;2.155022;22.11;120.11;165.822861211;85;69996;261425993457;64899895844;6967412897;1009440908;40970342;4066689071;119834321;0.0022375217023851294;70088147679.59792;71867308741;35933.6543705;0.5417475930049311;0.30839400456027866;3.9547062824199912;9.32867180461705e-4;0.025615643487035565;0;0.4917416945964608;0.012995928210754121;0.037933074812863836;0.5741459609652688;0.08785019082178065;12061.06314529886;5.91096445e-5;0.05252150431880416;0.48922608868612694;3483.7064485;32449.947922;5450721808.998262;64637425870.59965;4.667631437230659;0.7129251548106674;118.219289;2000000
big;200064;0;1799936;1295262;64;1;900;745.2;101.86253;13.868779;5.914344;2.04088;21.13;107.14;155.689854625;82;70068;269586141744;64832751298;6975894300;1000209787;40776142;4078499932;119470842;0.002231583434912511;70138204471.96196;71808645598;35904.322799;0.5124764499906332;0.34568494313454545;3.991997220994258;9.87778253033332e-4;0.026844982178625083;0;0.5574083841886786;0.013108625510093348;0.03798798588543546;0.6542656889580226;0.08907952951337017;12846.052203062745;6.18432665e-5;0.04978483463380436;0.4626916153568289;3487.94715;32416.375649;5551884285.472767;64586320186.48919;4.78643905086118;0.7944418298669216;123.68653300000001;2000000
big;200064;0;1799936;1294923;64;1;1000;730.8;110.739306;13.358822;5.631882;1.969607;19.41;96.69;148.399152242;78;70000;278769427751;65137042944;6988244491;1010161523;40939921;4026772900;119698301;0.0022272108398149358;70533070346.92256;72125287435;36062.6437175;0.48602223358650065;0.3907753601008115;4.037087637960524;9.506964995559877e-4;0.027784983088281;0;0.6312933209128418;0.013272360186991424;0.03795090413195812;0.7462260014761627;0.09001953042302609;13477.165939186267;6.58498085e-5;0.047090865314405636;0.438931368272095;3494.1222455;32568.521472;5630918546.743986;64902151800.17857;4.924556434178662;0.8874687962181382;131.699617;2000000
big;200064;0;1799936;1296591;64;1;1100;730.8;122.205054;13.090036;5.504853;1.986176;18.62;90.78;144.978359723;75;70056;291392302948;65387682975;6993093576;1022665565;40772639;4088108179;119341025;0.0022121020473879938;70825262127.46768;72380776551;36190.3882755;0.45386570851798397;0.4095611788649802;4.055873456724693;9.699626089893221e-4;0.028055038124838082;0;0.7062888821569806;0.013699810121971632;0.03797017024139145;0.8429192759077192;0.09028958545958317;13795.162283676404;7.13930595e-5;0.043850391248115884;0.41001531726986806;3496.546788;32693.8414875;5667055751.425316;65158206376.04237;5.040752298455358;0.9848788417306654;142.786119;2000000
big;200064;0;1799936;1295840;64;1;1200;734.4;135.261163;12.992463;5.398075;2.160019;17.62;85.22;141.613784328;72;70028;306360025597;66141365565;7541169415;1027458882;42930097;4187902285;127847371;0.002317746913109802;72163120051.35771;73682534980;36841.26749;0.43358852935612746;0.4393654176102264;4.085677695469939;0.001118080256135627;0.02951120369968383;0;0.7931907775618426;0.015252886646945704;0.03811828788853776;0.95514122189344;0.09174575103442892;14122.918962236632;7.790586e-5;0.044376385220226015;0.38921214413590144;3770.5847075;33070.6827825;6245905522.796518;65917214528.561195;5.185935842933291;1.1002581474633524;155.81172;2000000
big;200064;0;1799936;1296099;64;1;1300;745.2;148.179986;12.714735;5.37835;2.024837;16.28;80.42;139.89341302;68;69948;313784760953;66247594735;7125819136;1050815795;40576154;4186001048;120538669;0.0021958201819975392;71872457299.78801;73373413871;36686.706935500006;0.4034577924337851;0.4775565987794095;4.123868876639122;0.0014458484319465129;0.02865418520466493;0;0.8683420723340757;0.014474141107062114;0.038446056064348644;1.0592349046399727;0.09088873253941002;14296.598794927308;8.4148954e-5;0.039182683566387516;0.36427510886739756;3562.909568;33123.7973675;5846290539.9543705;66026166759.83364;5.326912710989915;1.2030438343507934;168.297908;2000000
big;200064;0;1799936;1295651;64;1;1400;759.6;159.414557;12.73709;5.424638;2.066391;16.33;77.12;139.985271093;66;69952;331210909885;66720614169;7181364986;1035146842;41539928;4207567432;121738581;0.0022093929129765807;72400037012.16379;73901979155;36950.9895775;0.3770905864288231;0.4966759056235497;4.142988183483262;0.001751283561240033;0.028754239560827975;0;0.9153376581036856;0.014761488718532263;0.038751491193642164;1.1387952157773231;0.09098878689557306;14287.217393544846;8.9821338e-5;0.03664347240620469;0.3404471140226184;3590.682493;33360.3070845;5900996214.361797;66499040797.80199;5.4262851660683324;1.2832969825850706;179.642676;2000000
big;200064;0;1799936;1295043;64;1;1500;781.2;175.269775;12.727359;5.524315;2.061657;15.14;74.21;140.157762699;63;70000;342018254758;67107265747;7052602718;1054116813;40193301;4214298367;120495436;0.002166788322660491;72656075610.22592;74159868465;37079.934232499996;0.3527447310654935;0.5319571431331087;4.178269420992821;0.0024147694164532232;0.028572831114445925;0;0.9908731648440876;0.014709545588477844;0.039414977048855354;1.2505177852789067;0.09080737844919101;14269.634171424097;9.779155300000001e-5;0.03354602024741709;0.3191987108180764;3526.301359;33553.6328735;5770656259.909732;66885419350.31619;5.573719107358253;1.3954496863654309;195.58310600000002;2000000
big;200064;0;1799936;1296185;64;1;1600;846;223.533694;12.699481;5.590328;2.14871;14.3;68.73;140.297021548;59;70028;365902371328;67801084047;7069603865;1062233755;39413638;4268235331;118658634;0.0021112704638935843;73365400909.07417;74870687912;37435.343956;0.3335365172309823;0.6447822896327797;4.291094567492492;0.002846169277940007;0.028283988696008143;0;1.2938349283389727;0.015315435611474183;0.03984637691034214;1.593288948928414;0.09051853603075323;14255.470129960937;1.2198610649999999e-4;0.031493914602551215;0.3020426026284311;3534.8019325;33900.5420235;5786383682.323982;67579017226.75019;6.030063864973476;1.7389692974809836;243.97221299999998;2000000
big;200064;0;1799936;1295411;64;1;1700;846;224.221702;12.701848;5.602952;2.178429;14.19;69.12;140.386944872;59;69960;366185268537;67775755267;7133566252;1072023399;39287517;4305994260;118566960;0.0021072741522556947;73403069702.92715;74909321519;37454.6607595;0.31387752483721815;0.6368144013926949;4.283126679252407;0.002910569007894305;0.02824286857868697;0;1.254283424541395;0.015517318950036394;0.039910776640296436;1.5971691826788998;0.09047741591343206;14246.33894429095;1.223524655e-4;0.029890353737513888;0.2839871710997043;3566.783126;33887.8776335;5849523589.823157;67553546113.104;6.026201373435072;1.7430746941826647;244.704931;2000000
big;200064;0;1799936;1295993;64;1;1800;889.2;255.672031;12.76339;5.617943;2.285996;13.22;68.06;140.366845464;57;70052;383959879061;67992622472;7422007177;1043970483;40022383;4317770779;120729023;0.0021315679298324524;73908593485.24318;75414629649;37707.314824500005;0.2984822828579704;0.7198230297630617;4.366135307622774;0.0030230826355325396;0.028694261087279592;0;1.4315161535882444;0.01628586859271046;0.04002329026793467;1.8214559866672535;0.09092880842202468;14248.378905921496;1.3816968000000002e-4;0.02937543625010132;0.2691068466078691;3711.0035885;33996.311236;6138148353.123649;67770445132.11953;6.334829261572698;1.9686939539499237;276.33936000000006;2000000
big;200064;0;1799936;1295678;64;1;1900;946.8;297.198153;12.748136;5.682904;2.290204;13.89;64.92;140.390975249;56;70052;393665958322;68269364292;7074210314;1086404412;39130171;4341939486;118085804;0.0020866540487644992;73837279546.85579;75343574606;37671.787303;0.2824577069871788;0.8331822329847767;4.479494510844489;0.0034789185359338087;0.028569978934765282;0;1.6763157900882129;0.016313042885684442;0.04047912616833594;2.1169320355021672;0.09080452626951037;14245.92995705574;1.589596985e-4;0.02652071174598034;0.25593699524119845;3537.105157;34134.682146;5790130788.167371;68047148758.688416;6.744023241670186;2.264528730825698;317.919397;2000000
big;200064;0;1799936;1296108;64;1;2000;1036.8;363.612228;12.803892;5.806777;2.502182;12.88;63.54;140.424705436;54;69956;404494345810;68240492158;7081551355;1059548858;40191007;4333531632;118925263;0.0021124794625697824;73815386553.00046;75322043513;37661.0217565;0.2681937030921129;0.9972788835060462;4.643591161365759;0.004351326500930966;0.028945220215741273;0;2.0944600501606385;0.017818673660244172;0.0413515341333331;2.589375045302979;0.09117976755048636;14242.508067154326;1.9236253950000003e-4;0.025214763075388787;0.2429789400167241;3540.7756775;34120.246079;5797163317.580694;68018223235.41977;7.383316182012802;2.7397250206470427;384.72507900000005;2000000
big;200064;0;1799936;1294589;64;2;200;1976.4;94.197395;36.458638;18.177245;5.908295;95.2;444.33;489.407314477;109;69980;227582654048;73931810689;7257850475;1051984964;47321204;4190482483;132005817;0.0022087420790901724;75938669649.77876;81189661164;40594.830582;0.8294692249416264;0.07586018077363788;3.7221724586333504;1.4113550306964207e-4;0.012260943275077825;0;0.12071726774872689;0.012072347153850443;0.03714134313547177;0.19247238897657887;0.07449549060982291;4086.5756208349258;7.737078650000001e-5;0.07414938702700047;0.755319837914626;3628.9252375;36965.9053445;2781509234.4178495;73157160415.36092;4.038354028509074;0.31618156987572404;154.74157300000002;2000000
big;200064;0;1799936;1294563;64;2;300;1411.2;86.544884;26.635062;12.607957;4.097277;65.08;260.65;340.759113728;95;70056;221094224714;70370999318;7272190373;984307279;44400039;3943596692;129694701;0.0022422409575502044;73987087377.75316;77643189691;38821.5948455;0.7595119891934001;0.11386542063837757;3.76017769849809;-5.897437844945563e-7;0.015929354750235054;0;0.18950259055823707;0.01202396894150429;0.036999617888617636;0.2539767258259794;0.07816390208498014;5869.248743252794;6.494258999999999e-5;0.07113715701237554;0.6883748321810246;3636.0951865;35185.499659;4155452987.260428;69831634390.49274;4.141341913239172;0.3811642147410815;129.88518;2000000
big;200064;0;1799936;1295768;64;2;400;1130.4;84.463239;21.499724;9.905632;3.251732;48.86;191.69;266.333541869;90;70052;223180027230;68623440197;7258716036;957803905;41769361;3817277131;123955632;0.0021839784374488914;73024587236.91518;75882156233;37941.0781165;0.712285013938685;0.15072982920396605;3.7970421070636786;1.9237400972625662e-4;0.018490260547601743;0;0.256317828191515;0.012209247011025789;0.03719258164212839;0.3171333148925886;0.08072480788234683;7509.380853665548;5.95601635e-5;0.06813557902866685;0.6441494349100182;3629.358018;34311.7200985;4822708681.895475;68201878555.01971;4.244302058491768;0.4472599514280896;119.120327;2000000
big;200064;0;1799936;1295547;64;2;500;975.6;85.477104;18.606987;8.45545;2.864333;41.28;155.81;224.542622659;87;70072;232543930110;68462482559;7283828680;968307848;41068552;3872470322;122589093;0.0021606021774923942;73337129007.17456;75746311239;37873.1556195;0.6746720096347282;0.1845689856335464;3.830881263493259;6.561174780460866e-4;0.02063162203505587;0;0.3198928901485633;0.0127562997442579;0.03765632511044822;0.38067206567640915;0.08286616936980096;8906.994922907288;5.7701937e-5;0.0648770250720865;0.6097949845626417;3641.91434;34231.2412795;5230060024.84396;68107068982.330605;4.344832123394175;0.5139508599009163;115.403874;2000000
big;200064;0;1799936;1296069;64;2;600;874.8;86.858643;16.655527;7.405817;2.539265;35.2;135.99;195.988287736;87;70048;243324954377;68431933082;7301043404;954442369;40420512;3854917332;121138376;0.002133270016527949;73630161907.33302;75732976486;37866.488243;0.6440263800186349;0.23831142488695667;3.8846237027466692;7.868309990888417e-4;0.02274770947457668;0;0.3788176231205386;0.012956207890445163;0.03778703863149097;0.4431828248685976;0.08498225680932177;10204.691428775777;5.6729626e-5;0.062087412538265614;0.5819389674803692;3650.521702;34215.966541;5508445645.216468;68121716262.11656;4.463532030946525;0.5789083281998555;113.45925199999999;2000000
big;200064;0;1799936;1295824;64;2;700;799.2;88.341963;15.229015;6.645221;2.27758;32.28;120.59;175.517458035;86;70056;254046557377;68407869273;7308559157;966382584;40320842;3906403394;120726060;0.002126974361302425;73833251257.37361;75716428430;37858.214215;0.6162710395851445;0.2661544857773479;3.9124667636370605;8.605332556916034e-4;0.024531835739029693;0;0.43174937464111957;0.012976372980207056;0.037860740888093734;0.5033229400028326;0.08676638307377478;11394.877879334255;5.6246889500000007e-5;0.05948581361993222;0.5567852259652123;3654.2795785;34203.9346365;5703196890.022397;68130054367.35122;4.553393200581969;0.6409264369449083;112.49377900000002;2000000
big;200064;0;1799936;1295745;64;2;800;759.6;96.271413;14.287212;6.154726;2.110049;29.11;112.28;162.188909351;86;70012;268427386214;68831314210;7305221054;981864366;40230022;4016770542;119429970;0.0020970220334611523;74396363914.87946;76136535264;38068.267631999996;0.586789007095652;0.3044917725779648;3.9508040504376774;9.476768723286622e-4;0.02585539702193363;0;0.5111715421450459;0.013009822980149353;0.03794788450473079;0.5935758085138539;0.08808994435667872;12331.299396506292;5.94117e-5;0.05630179248408453;0.5304872146115674;3652.610527;34415.657105;5821767737.678467;68574596177.201;4.68342751079309;0.7326234603554128;118.82339999999999;2000000
big;200064;0;1799936;1295081;64;2;900;734.4;105.067974;13.632342;5.766538;1.978812;25.56;108.31;152.022539729;87;69984;284264134661;69273619946;7301343997;1005854531;40888548;4084739511;120642414;0.0021094487503805887;74943870490.83041;76574963943;38287.481971500005;0.5596755153654983;0.35279426965460914;3.9991065475143217;9.319175003551991e-4;0.02743861576528881;0;0.5942768795910631;0.013016569802921926;0.03793212513275733;0.6911341843604072;0.0896731631000339;13155.943872305126;6.3222833e-5;0.05336448434273553;0.5063110310227628;3650.6719985;34636.809973;5910876907.610102;69032993583.2203;4.830862589910442;0.8317560423961203;126.445666;2000000
big;200064;0;1799936;1295554;64;2;1000;716.4;117.66883;12.963796;5.418326;1.93305;24.17;113.57;142.725901141;96;70068;308887898683;69950711565;7278229179;1063974614;41449376;4357522845;119435767;0.0020832234839696325;75697593594.9451;77228940744;38614.470372;0.5410996891706779;0.4063228316469938;4.052635109506706;9.629508180545587e-4;0.028595469476239817;0;0.7095065351593676;0.01354379257406352;0.03796315845045669;0.8244392157226884;0.0908300168109849;14012.873514977387;6.8992001e-5;0.05099445244917236;0.49010523672150547;3639.1145895;34975.3557825;5972793362.088574;69724800232.85652;5.0194112930649;0.9667761835581935;137.984002;2000000
big;200064;0;1799936;1296803;64;2;1100;730.8;132.234033;12.901202;5.367041;2.099266;21.94;109.89;140.9420105;93;70000;329819217810;71098446545;7736373397;1103761523;41984077;4487075714;123622001;0.0021006717351779195;77322612667.52626;78834819942;39417.409971;0.5084929459629846;0.4560732064171691;4.102385484276882;0.0010795741229461114;0.029300985287730154;0;0.8015854904337715;0.014894537069201236;0.03807978175534824;0.9382158841845101;0.09153553262247524;14190.23322361362;7.630077100000001e-5;0.04990042854926817;0.4585925174137164;3868.1866985;35549.2232725;6447253852.871564;70875358814.6547;5.185111219908417;1.082725735631535;152.60154200000002;2000000
big;200064;0;1799936;1295602;64;2;1200;745.2;145.926076;12.775488;5.420693;2.03299;21.09;103.8;140.773810992;88;70084;343387159572;71778016858;7389849487;1107186743;40446966;4552967887;118932783;0.0020131873746028514;77657463731.31305;79167866345;39583.9331725;0.4686469840467404;0.4669865589026636;4.113298836762376;0.0015061946721291533;0.02851733264899716;0;0.8746491544978525;0.01444153557876992;0.038506402304531284;1.0365995988294499;0.09075187998374225;14207.188012503671;8.30776235e-5;0.04374540876913034;0.42490157527761;3694.9247435;35889.008429;6102268371.848888;71555195359.46416;5.293598253458868;1.1802994166964933;166.155247;2000000
big;200064;0;1799936;1295882;64;2;1300;766.8;162.400922;12.778644;5.509324;2.097425;20;100.13;140.800813733;85;70028;361336675727;72547189143;7425222439;1149629860;40202701;4675689889;118882926;0.0019892563429437285;78461719248.15631;79972411582;39986.205791;0.43690968856981477;0.5014882178637197;4.147800495723432;0.0021282878210922493;0.02852234292181329;0;0.9625161409402391;0.014896398283445564;0.03912849545349438;1.1534089732461361;0.09075689025655838;14204.463361927663;9.13931575e-5;0.04056588464959179;0.396343803920223;3712.6112195;36273.5945715;6137394344.534171;72324324903.62215;5.445991252963066;1.2981907572396345;182.786315;2000000
big;200064;0;1799936;1295694;64;2;1400;784.8;174.676447;12.756026;5.572707;2.073755;19.34;97.48;140.989064915;82;70088;381256677410;72848841055;7292577826;1135875737;39647095;4633655038;116992417;0.0019545387913906306;78628706746.20528;80141418881;40070.709440499995;0.40601638619134833;0.5364310104622088;4.182743288321921;0.0025256024249927025;0.028240738870538983;0;1.01547857616986;0.014708622979024881;0.03952581005739483;1.2389361338434974;0.09047528620528407;14185.497302260763;9.75394675e-5;0.03694601538473202;0.3690703708066163;3646.288913;36424.4205275;6003027900.853166;72625678845.35211;5.5663891414071225;1.3836458530852014;195.078935;2000000
big;200064;0;1799936;1295155;64;2;1500;806.4;191.873754;12.757341;5.585331;2.086116;18.65;94.01;140.879780023;79;70004;397460650246;73264295511;7291697094;1148141980;40103397;4668472147;118297813;0.001966349179963655;79044453019.17123;80555992605;40277.9963025;0.3812044216794795;0.5707404312161226;4.217052709075835;0.00264587216051166;0.028320257605447464;0;1.102323392069706;0.014807774399274483;0.03964607979291379;1.361968012504525;0.09055480494019255;14196.501440259777;1.06151271e-4;0.03450552943230301;0.3466988922471765;3645.848547;36632.1477555;6003146738.035238;73041306281.136;5.724029380712742;1.5069766716369057;212.302542;2000000
big;200064;0;1799936;1295311;64;2;1600;878.4;244.722026;12.741561;5.609527;2.22235;17.02;87.8;140.856129225;74;70012;424720211273;73636921763;7381090256;1135527620;39914199;4739203745;117392826;0.0019416302755380992;79506726189.36967;81018012019;40509.0060095;0.3594892021417821;0.7063881645941801;4.352700442453893;0.0028243071463582917;0.028223433230992002;0;1.437935948498004;0.015777446194407876;0.03982451477876042;1.7373899690874457;0.09045798056573709;14198.885139071592;1.3264773199999998e-4;0.032751016483145164;0.32673818565863694;3690.545128;36818.4608815;6092756220.959198;73413969968.41048;6.236150353080243;1.883449910626351;265.295464;2000000
big;200064;0;1799936;1294879;64;2;1700;882;245.03184;12.744717;5.611105;2.194998;16.58;87.9;140.913185089;73;70076;424667070621;73751112834;7312277414;1148502837;39409231;4696830434;115741767;0.0019139465734820769;79551492249.63242;81063390248;40531.695124;0.3383952124465054;0.7281352914765011;4.374447569336214;0.0028193805520254425;0.0282092034892144;0;1.3959993564473314;0.015576952565607337;0.03981958818442757;1.7388851145848363;0.09044375082395949;14193.135998854976;1.3279132999999998e-4;0.030524749352428698;0.3078704630940767;3656.138707;36875.556417;6023421520.152668;73528070729.47975;6.259172975495044;1.8847254061588306;265.58266;2000000
big;200064;0;1799936;1295609;64;2;1800;928.8;280.017678;12.799684;5.666861;2.282051;16.87;86.83;140.842398213;73;70036;448145348792;73904304222;7446738369;1157449717;40935598;4732988933;119715764;0.0019747916791637175;79839904085.33757;81351042591;40675.5212955;0.3208907561579358;0.8128117783084208;4.459124056168133;0.0032352688427274914;0.0286449332932592;0;1.5982234015211376;0.016202869511983096;0.04023547647512962;1.9881632346001468;0.09087948062800429;14200.26941727691;1.50383137e-4;0.0293738030888259;0.29151695306910985;3723.3691845;36952.152111;6158529924.021856;73681374161.31572;6.594605117383397;2.135481061215264;300.766274;2000000
big;200064;0;1799936;1294882;64;2;1900;993.6;326.894798;12.807837;5.738923;2.411184;15.9;85.05;140.8106993;71;70084;462419787665;73990585789;7318550347;1137507930;41215332;4711483695;118286888;0.0019616764804045142;79798337737.07127;81309136136;40654.568068;0.303913568994271;0.9396123799265728;4.585924657786285;0.003756091629865642;0.02872329225891141;0;1.8809033523514405;0.017123585153589246;0.04075629926226777;2.321519597765395;0.0909578395936565;14203.466142433965;1.7392637099999998e-4;0.027354942648766534;0.2765586263455045;3659.2751735;36995.2928945;6030631834.655362;73767705902.41591;7.056281979561193;2.4703573217749084;347.852742;2000000
big;200064;0;1799936;1295112;64;2;2000;1098;398.159645;12.768124;5.840178;2.564776;15.48;82.66;140.851357292;69;70092;474846997643;74145365079;7311142740;1163824397;41109156;4749893702;117905434;0.0019521410168152251;79945273188.80814;81456507819;40728.253909499996;0.2891576956909684;1.17201031446753;4.818322592327243;0.004463205374635376;0.02841508675809725;0;2.331892304801332;0.018209096804675754;0.04146341300703751;2.8268072999436726;0.09064963409284234;14199.366186111967;2.096663615e-4;0.0259533982510485;0.2632042974399199;3655.57137;37072.6825395;6022852351.22245;73922420837.5857;7.795452036175471;2.977129443848228;419.332723;2000000
big;200064;0;1799936;573663;256;1;200;2775.6;125.025992;52.562128;25.517838;8.325265;96.09;553.47;688.1980139;94;266544;294599515174;96043104253;8007517426;1374275548;87446673;5164184176;241672821;0.0031630709042310746;96666747706.95981;104050621679;52025.3108395;0.7559642688399222;0.07960486402351208;3.7259171418832246;7.90013809908105e-5;0.014141912547973569;0;0.10991641730432279;0.012097194167738065;0.03707920901339294;0.18167153853217477;0.07637645988271866;2906.1403253201106;1.0571561150000001e-4;0.058177423243505236;0.6977868455964169;4003.758713;48021.5521265;1712946298.4733133;94953801408.4865;4.03314154347925;0.3072244015960245;211.43122300000002;2000000
big;200064;0;1799936;573101;256;1;300;1926;116.086622;37.541409;17.159435;5.632145;64.85;382.8;462.581009255;96;266612;300906880115;92608992710;7961909838;1318876003;79825175;5044521117;231676893;0.0030973378990143572;95607738160.41083;100570902548;50285.45127400001;0.7247083972741863;0.1359017646444305;3.782214042504143;9.477607139444372e-5;0.018921851758381368;0;0.1864800104438614;0.012175478213147425;0.037094983703796575;0.25095414571160374;0.08115639909312646;4323.5670293102985;8.82098055e-5;0.057373084776530164;0.6673353124976562;3980.954919;46304.496355;3730934150.4971066;91876804009.91373;4.163595049225817;0.3813810067216742;176.419611;2000000
big;200064;0;1799936;573425;256;1;400;1562.4;114.471013;30.890928;13.659694;4.54464;49.62;285.18;365.473105636;91;266596;309096729493;91312506072;7964406770;1295706931;80027623;4940965042;231167910;0.0031346213746117407;95355647017.80295;99276912842;49638.456421;0.6790986211505037;0.18114780997831126;3.827460087838024;3.7516633999800514e-4;0.022288574951485222;0;0.2523977463240935;0.012434950561112757;0.037375373972400136;0.3132132330251671;0.08452312228623031;5472.358893603347;8.178313749999999e-5;0.054480115275105254;0.6246185058753985;3982.203385;45656.253036;4621624006.668522;90734023011.13443;4.275006767682934;0.4475466798449103;163.566275;2000000
big;200064;0;1799936;573822;256;1;500;1350;115.393354;26.905689;11.579627;3.974456;40.92;233.28;308.231113385;88;266612;320683751870;90163127252;7960051039;1303036626;75923978;4971260650;225976011;0.003076744906332602;94816078227.46046;98123178291;49061.5891455;0.6366857467009698;0.22139225367774307;3.8677045315374556;5.677940947185142e-4;0.025056085672809557;0;0.3135936537843802;0.012894402373441305;0.037568001727120645;0.37437282931222604;0.08729063300755464;6488.637626604146;7.8926563e-5;0.05164988668134483;0.5850358600196249;3980.0255195;45081.563626;5140829495.590332;89675248731.87013;4.379830397957798;0.5121258664203426;157.853126;2000000
big;200064;0;1799936;573358;256;1;600;1220.4;116.348307;24.400351;10.283563;3.53209;34.51;190.03;272.119199943;82;266612;327821334647;89478282776;7975095484;1286420393;75219921;4905458692;226694846;0.0030980431093369466;94533733278.22374;97453378260;48726.68913;0.5968792247442374;0.27048480673871866;3.9167970845984312;7.904480881573347e-4;0.027433329849632447;0;0.3631985534899806;0.012979936736326787;0.037790655720559466;0.4275637552380396;0.08966787718437753;7349.720271186061;7.72821555e-5;0.04884560078616601;0.5480336239580714;3987.547742;44739.141388;5486169877.40015;89047563400.8236;4.484799309477735;0.5680022248793033;154.564311;2000000
big;200064;0;1799936;573174;256;1;700;1166.4;120.717263;23.266821;9.713379;3.335892;31.48;155.42;256.86202567;72;266532;341871055252;90708858840;8016005300;1272118546;72591736;4914809192;226695696;0.003031530451898984;95968917759.10007;98724864140;49362.43207;0.549071120311079;0.28329406378290223;3.929606341642615;8.153432442351699e-4;0.02834645987841041;0;0.39839572139883705;0.012987096832623059;0.0378155508766373;0.4699692867605501;0.0905810072131555;7786.281350009569;7.85166775e-5;0.04458205183497704;0.5044890684761019;4008.00265;45354.42942;5666628728.30978;90302289030.79028;4.540959283325581;0.611352941682966;157.033355;2000000
big;200064;0;1799936;572866;256;1;800;1166.4;136.280814;22.806834;9.505609;3.25068;30.36;129.74;250.520819025;63;266604;361554841231;93041365196;8064155908;1319640035;72129319;5068609031;228244506;0.002970894385589754;98417611348.82642;101105521104;50552.760552;0.504476641389984;0.32364146439095176;3.9699537422506643;9.431818112169837e-4;0.028803132043606523;0;0.4615857083182867;0.012975688059185244;0.037943389443619115;0.5439899746870948;0.09103767937835161;7983.368439332843;8.592196849999999e-5;0.040236954853616676;0.4642396865363673;4032.077954;46520.682598;5772778887.972387;92644832460.85403;4.655900473818915;0.6859467315682507;171.84393699999998;2000000
big;200064;0;1799936;574148;256;1;900;1177.2;153.012085;22.546727;9.389889;3.228588;27.59;115.54;247.545394163;57;266628;383864544794;95200195255;8093648526;1345481990;69990693;5290165843;224230801;0.002848393313969399;100637858212.97974;103293843781;51646.9218905;0.4636359239181473;0.3490062953017139;3.9953185731614265;9.317806873526124e-4;0.02884663426523964;0;0.5212599723359892;0.01304240788206339;0.03793198831975474;0.6181172771053333;0.09108118159998473;8079.32624544438;9.408864450000001e-5;0.036328459420841126;0.42730746449730617;4046.824263;47600.0976275;5829486091.092058;94808372121.88768;4.755491428068562;0.7601728549071362;188.17728900000003;2000000
big;200064;0;1799936;572751;256;1;1000;1198.8;169.457738;22.485711;9.374372;3.257781;25.74;105.72;247.252674237;53;266568;407072240570;97430179594;8116545307;1441302125;69142100;5520483984;224513220;0.0027822305265790184;102893880009.06284;105546724901;52773.362450500004;0.4268779912156983;0.3747742526220672;4.02108653048178;9.139303195067269e-4;0.028707688454570134;0;0.5704299288520542;0.013175918157622462;0.03791413795190886;0.6853626094153751;0.09094223578931522;8088.8912776042725;1.02287801e-4;0.0328269262690361;0.3940510649466622;4058.2726535;48715.089797;5855060221.281444;97038819787.78139;4.848481431796001;0.8273949013142216;204.575602;2000000
big;200064;0;1799936;574135;256;1;1100;1224;190.116125;22.401814;9.354384;3.295916;24.57;99.6;246.747393276;50;266696;431076194367;98759492172;8114066875;1494009520;68267218;5718111895;224701084;0.0027412608376891495;104226135459.48561;106873559047;53436.7795235;0.3937540318537107;0.40168088526462364;4.047993163124336;9.105636864122774e-4;0.028553905189826832;0;0.6338584956185812;0.01335745012841268;0.03791077131881441;0.7704888893693198;0.09078845252457192;8105.455435401072;1.1258411950000002e-4;0.029894639752352972;0.36385939210135776;4057.0334375;49379.746086;5857203318.0917;98368932141.3939;4.9605387264654555;0.9125455633411189;225.16823900000003;2000000
