Config;Sets;SetMisses;Gets;GetMisses;CacheSize;CacheThreads;Frequency;E_ext;E_arm;E_mem;E_g3d;E_kfc;t_user;t_system;t_wall;perc_cpu;size_resident;cycles;instructions_k;instructions_u;LLC-store;LLC-store-misses;LLC-loads;LLC-load-misses
big;200064;0;1799936;573369;256;2;300;2088.00;124.363495;39.959431;18.655642;6.074511;76.45;350.00;503.349922131;84;266604;312025785711;99856129121;8338688707;1367489519;78004987;5313605921;238248999
big;200064;0;1799936;573011;256;2;400;1695.600;121.921277;32.973099;14.835830;4.962284;59.62;252.73;398.607639980;78;266580;317012463337;97783652084;8343369145;1342481206;74114427;5223687068;232459335
big;200064;0;1799936;573136;256;2;500;1465.200;122.947503;28.596253;12.603749;4.277169;48.84;205.59;336.694828513;75;266584;329844184184;97171082049;8347351498;1336843634;72185124;5201492747;229753127
big;200064;0;1799936;573051;256;2;600;1317.600;124.926052;25.747174;11.126215;3.830595;44.62;173.66;295.780627252;73;266700;344010619981;96837454220;8350460110;1334386991;71522532;5221420917;227744525
big;200064;0;1799936;573014;256;2;700;1216.800;127.789070;23.873299;10.116032;3.477386;37.08;155.29;267.655507397;71;266608;359344750460;96995795347;8346301051;1366326100;70784352;5264191150;225594171
big;200064;0;1799936;572930;256;2;800;1195.200;142.350065;23.008555;9.701018;3.324057;35.62;141.40;255.878427734;69;266680;386055738434;98912812902;8338557161;1369092426;71956615;5445296227;224666761
big;200064;0;1799936;572531;256;2;900;1198.800;158.878300;22.641933;9.494563;3.268038;32.25;132.69;250.299648621;65;266700;414276749481;100983449174;8330068580;1460672862;70791098;5717392995;223604311
big;200064;0;1799936;573413;256;2;1000;1216.800;179.666609;22.465197;9.394360;3.294864;30.34;126.05;247.687193470;63;266728;444198663076;103223164407;8339101115;1483464295;71545526;5962441966;224595099
big;200064;0;1799936;572827;256;2;1100;1242.000;201.015108;22.419961;9.375161;3.349305;28.08;118.59;247.296005941;59;266628;470438036150;104822643050;8335412971;1529810956;70587611;6089122002;224335956
big;200064;0;1799936;573105;256;2;1200;1274.400;225.413092;22.444683;9.386470;3.590213;26.62;113.05;247.145410425;56;266632;497553396898;106430823691;8590616639;1557356245;71294043;6223028276;225772275
big;200064;0;1799936;573800;256;2;1300;1303.200;250.363902;22.395239;9.446434;3.514995;25.55;108.98;246.975989034;54;266624;522103432785;107259498041;8480259729;1599829193;70587541;6384875050;224873936
big;200064;0;1799936;573599;256;2;1400;1328.400;268.425427;22.333697;9.548741;3.539191;24.74;105.47;246.965120805;52;266640;550574415957;107803254809;8387961402;1588504630;70039566;6362345475;221881183
big;200064;0;1799936;572935;256;2;1500;1364.400;295.891569;22.357893;9.724425;3.578115;24.19;101.10;246.932373431;50;266684;573991728315;108588149974;8364453920;1608403698;70861420;6416875365;222916926
big;200064;0;1799936;573169;256;2;1600;1479.600;379.359616;22.426799;9.838567;3.775365;22.09;95.15;246.901366912;47;266680;618326055404;109443984749;8564237063;1622155715;71763576;6517877823;225008934
big;200064;0;1799936;572798;256;2;1700;1479.600;379.088463;22.446261;9.848298;3.772472;21.87;95.07;247.095267526;47;266704;616944738944;109343082664;8448202884;1624191465;71284593;6519320757;224764106
big;200064;0;1799936;573518;256;2;1800;1551.600;431.895707;22.548831;9.846983;3.961832;21.54;93.20;246.891213499;46;266636;647441494449;109538231626;8694279001;1645386809;72422002;6560132101;227095824
big;200064;0;1799936;572748;256;2;1900;1652.400;506.808890;22.480714;9.975853;4.105693;20.74;91.68;247.022385740;45;266692;669104951118;110032294396;8419474801;1612607304;71501715;6539513027;222913132
big;200064;0;1799936;573781;256;2;2000;1807.200;618.172821;22.413912;10.179678;4.312411;20.91;89.11;246.693522797;44;266768;690265531366;110200607979;8406444075;1659095292;71318535;6596991802;221624615
little;200064;0;1799936;1498126;32;1;200;2286.000;36.492039;48.219209;21.425295;19.784175;115.27;467.01;583.093469159;99;37240;8477532007;6002469374;2451514934;;;;
little;200064;0;1799936;1497853;32;1;300;1638.000;26.819162;35.771419;15.164317;18.870776;79.96;331.32;412.092606939;99;37228;11473905211;3472330000;2484714466;;;;
little;200064;0;1799936;1493291;32;1;400;1324.800;21.908689;29.771600;12.183212;19.001487;65.17;265.62;330.614916541;99;37216;7920410747;2839590017;2410870558;;;;
little;200064;0;1799936;1492476;32;1;500;1130.400;18.785827;26.019379;10.315649;18.886819;55.40;223.23;279.659715168;99;37304;3250471855;5867562622;2412577586;;;;
little;200064;0;1799936;1491020;32;1;600;1015.200;16.991115;23.691040;9.168443;21.407411;48.95;198.29;248.330078742;99;37228;7164646990;5072019669;2413696799;;;;
little;200064;0;1799936;1491547;32;1;700;914.400;15.321854;21.720381;8.200077;23.595308;44.10;176.22;221.905923592;99;37300;5751320302;4091571634;2413872096;;;;
little;200064;0;1799936;1491209;32;1;800;864.00;14.438963;20.676797;7.664346;25.953629;41.77;163.92;207.439335108;98;37240;7907011608;3488913924;2413466260;;;;
little;200064;0;1799936;1491195;32;1;900;831.600;13.792772;20.004306;7.316923;28.919480;38.82;156.63;198.000334001;98;37240;2274990950;3339421194;2376787933;;;;
little;200064;0;1799936;1493174;32;1;1000;774.000;12.866223;18.873406;6.743583;31.446647;36.53;142.47;182.425749125;97;37292;4534583626;2550474363;2374935323;;;;
little;200064;0;1799936;1492808;32;1;1100;730.800;11.967552;17.918190;6.237571;38.226787;34.06;129.55;168.729889294;96;37296;9079602581;1925973800;2417463127;;;;
little;200064;0;1799936;1492280;32;1;1200;748.800;12.277103;18.170933;6.413255;38.789344;32.98;136.75;173.463470174;97;37244;5201141623;2172890928;2414387827;;;;
little;200064;0;1799936;1494063;32;1;1300;730.800;11.910744;17.740665;6.189179;43.653003;32.51;130.35;167.396685823;97;37160;5985030309;6121392068;2375081584;;;;
little;200064;0;1799936;1494009;32;1;1400;720.0;11.700870;17.391927;6.005868;49.093158;31.87;125.40;162.616184716;96;37244;4491420980;5928362829;2414718099;;;;
little;200064;0;1799936;1498477;32;2;200;1954.800;31.187066;41.644998;18.279552;18.553072;129.07;482.10;495.953045648;122;37208;2846728203;9824315054;7137052563;;;;
little;200064;0;1799936;1498477;32;2;300;1378.800;22.176160;30.845692;12.771017;17.394820;92.52;305.96;345.669947129;114;37276;4495033823;10757054872;6959758004;;;;
little;200064;0;1799936;1498597;32;2;400;1126.800;18.392379;26.112744;10.326169;17.260953;74.13;230.45;279.633758809;108;37208;6967690803;5075082524;7006529175;;;;
little;200064;0;1799936;1498212;32;2;500;986.400;16.178182;23.373862;8.959621;17.466619;63.65;190.85;242.336212430;104;37212;9635733016;9129467363;6992244123;;;;
little;200064;0;1799936;1498725;32;2;600;892.800;14.701700;21.607554;8.007824;20.043493;57.16;167.29;216.673261103;103;37280;6256028076;13424499104;7044431764;;;;
little;200064;0;1799936;1498184;32;2;700;828.00;13.713346;20.324903;7.366367;22.472298;51.63;152.53;199.243053404;102;37224;8217737275;9237561966;7021149012;;;;
little;200064;0;1799936;1498227;32;2;800;777.600;12.921979;19.389149;6.859829;24.997098;48.54;140.36;185.693821607;101;37208;5708302449;5065093693;7076914407;;;;
little;200064;0;1799936;1498503;32;2;900;745.200;12.355740;18.668003;6.490577;27.797785;45.32;131.98;175.652801858;100;37288;7524540411;5133599079;7044303562;;;;
little;200064;0;1799936;1498381;32;2;1000;712.800;11.794761;17.952380;6.149992;30.757061;43.47;124.47;166.472876367;100;37352;8697795957;5162840653;7087620227;;;;
little;200064;0;1799936;1499145;32;2;1100;673.200;10.970782;17.121037;5.683430;37.203717;40.07;114.47;153.784884465;100;37276;12354922046;9469863778;7047758859;;;;
little;200064;0;1799936;1500054;32;2;1200;673.200;10.990770;17.120774;5.685534;37.347052;41.25;114.40;153.669643097;100;37344;4983986871;5106121297;7053736529;;;;
little;200064;0;1799936;1498588;32;2;1300;662.400;10.784315;16.835682;5.529838;42.136545;39.66;110.84;149.586485940;100;37280;4292573531;9654414755;7093858261;;;;
little;200064;0;1799936;1499709;32;2;1400;662.400;10.726192;16.598193;5.448308;47.784470;38.80;108.29;147.283767170;99;37268;10447923102;5454656707;7064238857;;;;
little;200064;0;1799936;1295725;64;1;200;2509.200;40.490428;53.188068;23.492738;21.587566;122.05;511.64;636.896357465;99;69932;7740648348;3813676735;2729465042;;;;
little;200064;0;1799936;1294820;64;1;300;1789.200;29.645623;39.483927;16.574786;20.586325;85.51;362.48;448.983651128;99;70008;4292649355;5650414346;2645471217;;;;
little;200064;0;1799936;1292802;64;1;400;1447.200;24.279108;32.881312;13.276240;20.597108;69.23;290.28;359.429252752;99;70008;4252247608;4678202272;2681887126;;;;
little;200064;0;1799936;1289908;64;1;500;1249.200;21.055780;29.103843;11.369490;20.783838;60.28;247.19;307.923856076;99;69924;5844302571;3792250949;2685819207;;;;
little;200064;0;1799936;1289725;64;1;600;1112.400;18.813705;26.329719;10.022404;23.512989;52.36;217.26;271.146538376;99;70004;2532220200;2963706107;2686873599;;;;
little;200064;0;1799936;1286957;64;1;700;1026.000;17.375095;24.617063;9.137146;26.274226;48.07;197.42;247.365183912;99;70000;7792964264;2419984063;2693932197;;;;
little;200064;0;1799936;1287264;64;1;800;950.400;16.089025;23.107969;8.388122;28.676468;43.99;180.03;226.931577642;98;69984;5137980563;1629587403;2691766075;;;;
little;200064;0;1799936;1289282;64;1;900;903.600;15.215865;22.128031;7.911040;31.742785;41.28;169.13;214.197255651;97;69988;4351021551;5485301434;2690004318;;;;
little;200064;0;1799936;1288418;64;1;1000;885.600;14.701700;21.680142;7.677759;35.388491;39.77;162.30;207.827051094;96;69936;5150302427;5635938629;2655007180;;;;
little;200064;0;1799936;1291237;64;1;1100;820.800;13.484536;20.305441;6.938203;42.611260;36.22;142.23;187.829292041;94;69928;9174056094;4567217018;2696124900;;;;
little;200064;0;1799936;1290864;64;1;1200;824.400;13.546867;20.401962;6.967659;42.772742;36.55;142.92;188.687232327;94;69988;6704504698;4704247539;2657876464;;;;
little;200064;0;1799936;1291116;64;1;1300;802.800;13.224429;19.872806;6.710445;48.071403;34.86;135.02;181.473833399;93;69984;8689940345;4361160223;2700360660;;;;
little;200064;0;1799936;1293899;64;1;1400;824.400;13.515833;20.031395;6.845627;55.513514;35.37;138.48;184.896943954;93;69932;13469247203;4385107620;2656737841;;;;
little;200064;0;1799936;1295290;64;2;200;2232.00;35.935531;47.627459;20.852481;20.642081;138.19;517.03;564.818188102;115;70120;8792672362;8994891391;7381898867;;;;
little;200064;0;1799936;1295048;64;2;300;1587.600;25.910234;35.503422;14.638317;19.593763;98.39;341.32;396.368336120;110;70060;11617618184;10126899196;7249722086;;;;
little;200064;0;1799936;1295684;64;2;400;1306.800;21.485259;30.311013;11.930469;19.640051;80.25;262.04;323.144306163;105;70056;6722125951;9177638547;7303260851;;;;
little;200064;0;1799936;1295185;64;2;500;1152.00;19.042515;27.332275;10.426372;19.975113;69.39;219.01;282.301880599;101;69976;10322597831;9071966215;7323638258;;;;
little;200064;0;1799936;1294745;64;2;600;1044.00;17.357211;25.296129;9.360170;22.975154;61.80;190.79;253.430502145;99;70044;4301728986;13302656642;7304326132;;;;
little;200064;0;1799936;1294658;64;2;700;972.00;16.197118;23.864620;8.630871;25.798722;56.11;174.18;233.540761488;98;70120;10077226647;9066356089;7358161948;;;;
little;200064;0;1799936;1295675;64;2;800;918.000;15.266361;22.782638;8.056742;28.689881;53.30;158.82;218.161179057;96;70060;5602046811;9013684628;7365345680;;;;
little;200064;0;1799936;1295788;64;2;900;871.200;14.510236;21.850040;7.590180;31.832994;50.24;149.26;205.437583959;96;70036;5890139155;8994148985;7332759123;;;;
little;200064;0;1799936;1295577;64;2;1000;838.800;13.856155;21.163084;7.220402;35.318796;48.46;141.27;195.341352302;96;70056;10735206202;8880188727;7370854279;;;;
little;200064;0;1799936;1294918;64;2;1100;795.600;12.938548;20.139488;6.705974;43.066513;43.58;128.91;181.339769015;94;70120;10783369458;9194376123;7346543242;;;;
little;200064;0;1799936;1296169;64;2;1200;792.00;12.927765;20.110821;6.685460;42.978145;44.44;128.88;180.862387028;95;70064;6375577867;13252365930;7335730074;;;;
little;200064;0;1799936;1295014;64;2;1300;781.200;12.743928;19.771025;6.513721;48.465640;42.31;124.41;176.189299480;94;69992;3599245234;9339951615;7388349620;;;;
little;200064;0;1799936;1295157;64;2;1400;781.200;12.618740;19.581139;6.437977;55.007502;41.39;122.28;173.829511458;93;70120;10716364696;9350780000;7346952042;;;;
little;200064;0;1799936;988774;128;1;200;2822.400;45.899286;60.433192;26.364435;24.149975;131.18;576.06;714.256691397;98;135532;7909380157;4890172182;3174807045;;;;
little;200064;0;1799936;989154;128;1;300;2019.600;33.629810;45.182085;18.646174;23.162936;93.57;409.51;504.819101639;99;135520;7458634380;6706213793;3109173753;;;;
little;200064;0;1799936;988702;128;1;400;1630.800;27.628150;37.564816;14.904999;23.163725;75.27;328.07;403.493444124;99;135532;5951007203;5448064204;3136202032;;;;
little;200064;0;1799936;988145;128;1;500;1414.800;24.094219;33.392058;12.833348;23.396217;64.96;281.54;347.420099272;99;135544;7743973936;4702201123;3096615080;;;;
little;200064;0;1799936;986501;128;1;600;1267.200;21.521290;30.330738;11.355814;26.675038;58.19;246.64;307.449080640;98;135460;6191769549;8436764552;3100188559;;;;
little;200064;0;1799936;985192;128;1;700;1180.800;19.975113;28.572057;10.469504;29.957015;52.62;226.85;283.407449657;98;135540;7129952394;8023856129;7359052068;;;;
little;200064;0;1799936;983295;128;1;800;1098.000;18.516778;26.942772;9.633690;32.884468;48.79;208.10;260.698948443;98;135596;6183503360;7468672487;3105050186;;;;
little;200064;0;1799936;985332;128;1;900;1047.600;17.525531;25.826337;9.098748;36.403408;45.95;193.47;246.430102771;96;135604;8542444305;2621915384;3069272681;;;;
little;200064;0;1799936;984312;128;1;1000;1011.600;17.008210;25.110714;8.729496;40.448611;43.82;182.35;236.260994969;95;135532;8120075561;6959407977;3112992399;;;;
little;200064;0;1799936;985698;128;1;1100;975.600;16.177130;24.170752;8.223484;49.852176;40.61;164.84;222.728661256;92;135548;11801029588;10965174642;3122857984;;;;
little;200064;0;1799936;987751;128;1;1200;964.800;16.036951;24.050561;8.155893;49.611268;41.28;162.06;220.793307794;91;135464;6817787898;10845113086;3120958184;;;;
little;200064;0;1799936;984769;128;1;1300;961.200;15.890460;23.693933;8.022289;56.663876;40.17;156.88;217.017355693;90;135468;3194212104;6525467564;3089545633;;;;
little;200064;0;1799936;984907;128;1;1400;961.200;15.831548;23.584262;7.939707;64.483918;39.48;153.07;214.408278197;89;135544;12093825315;6544245824;3131190080;;;;
little;200064;0;1799936;988383;128;2;200;2692.800;43.621969;57.427365;25.167259;24.100531;149.95;583.01;681.196897989;107;135524;10339402916;8301125377;7754291517;;;;
little;200064;0;1799936;988718;128;2;300;1911.600;31.567627;42.855587;17.610743;23.112703;106.60;398.94;476.680238491;105;135516;6169800952;5485371832;7737844766;;;;
little;200064;0;1799936;988919;128;2;400;1569.600;26.183491;36.489935;14.324032;23.279971;88.38;312.36;387.582816746;103;135596;7283634103;9070725596;7791166144;;;;
little;200064;0;1799936;988508;128;2;500;1400.400;23.511937;33.132477;12.669499;23.753371;76.00;260.64;342.789163189;97;135588;7820729622;4694041488;7811442466;;;;
little;200064;0;1799936;989632;128;2;600;1278.000;21.441338;30.807557;11.433662;27.413279;68.26;227.35;309.405406218;95;135528;7567603529;4460480649;7819411825;;;;
little;200064;0;1799936;988786;128;2;700;1188.00;19.971694;29.004692;10.528942;30.722082;62.58;203.89;285.131461332;93;135584;6582177300;8560318071;7793767679;;;;
little;200064;0;1799936;988640;128;2;800;1123.200;18.912856;27.765436;9.886959;34.158177;58.09;187.20;267.767936705;91;135512;7185589405;8543305080;7877681754;;;;
little;200064;0;1799936;989259;128;2;900;1072.800;17.933444;26.728953;9.342549;37.991139;54.89;174.55;253.067816077;90;135512;15096389421;8336449765;7766577756;;;;
little;200064;0;1799936;988960;128;2;1000;1033.200;17.121826;25.829230;8.886770;42.137597;52.45;166.09;240.646219354;90;135596;12306002446;8185978647;7879699354;;;;
little;200064;0;1799936;989340;128;2;1100;979.200;16.086395;24.644415;8.263723;51.491192;49.44;149.58;223.754690238;88;135592;8148831008;3845523000;7806344208;;;;
little;200064;0;1799936;988754;128;2;1200;979.200;16.197644;24.623112;8.270298;51.513547;48.74;149.70;223.818063840;88;135520;11772461769;8198599619;7772667839;;;;
little;200064;0;1799936;988735;128;2;1300;964.800;15.897824;24.199945;8.049378;57.999653;47.40;144.43;217.541750141;87;135596;8658098083;8267602405;7775414719;;;;
little;200064;0;1799936;989157;128;2;1400;964.800;15.746599;24.004273;7.946019;65.941201;46.54;142.01;214.859969398;87;135596;8888335605;8320200374;7812944135;;;;
little;200064;0;1799936;573454;256;1;200;3272.400;53.575467;70.366965;30.506685;27.826715;147.02;664.19;826.522995461;97;266548;8019368421;5948588542;3795442749;;;;
little;200064;0;1799936;573119;256;1;300;2332.800;39.074962;52.658649;21.445283;26.575887;103.35;472.32;580.597792938;98;266676;9272322629;7409948305;3752381209;;;;
little;200064;0;1799936;572824;256;1;400;1944.00;32.265103;44.536157;17.296721;26.821529;83.47;384.68;468.447221294;99;266668;11020825320;10486684092;3728545556;;;;
little;200064;0;1799936;573013;256;1;500;1677.600;28.095238;39.589390;14.829781;26.946717;72.15;327.03;401.599857746;99;266612;11142848821;5254845720;3763549619;;;;
little;200064;0;1799936;572736;256;1;600;1508.400;25.166996;36.067031;13.175511;30.789147;64.41;287.31;356.636054541;98;266600;9635439089;4685844205;3683051868;;;;
little;200064;0;1799936;572815;256;1;700;1396.800;23.214221;33.906486;12.105627;34.568194;58.22;262.84;327.823944669;97;266604;7275682053;4349948135;3719741747;;;;
little;200064;0;1799936;573084;256;1;800;1314.000;22.124349;32.186203;11.274284;38.307528;54.57;242.60;305.134294883;97;266532;8579915621;4024925056;3680305462;;;;
little;200064;0;1799936;573889;256;1;900;1260.00;21.237776;31.065297;10.690424;42.706466;52.31;225.68;288.987331178;96;266536;5263973925;3690673696;3644611376;;;;
little;200064;0;1799936;572217;256;1;1000;1209.600;20.473235;30.151898;10.248584;47.484913;49.22;208.81;276.669635435;93;266552;4502130589;3691381188;3694393314;;;;
little;200064;0;1799936;573058;256;1;1100;1177.200;19.495138;29.360794;9.792805;58.945664;46.34;185.04;264.911753822;87;266616;4733744098;8188907429;3675083566;;;;
little;200064;0;1799936;571905;256;1;1200;1173.600;19.412556;29.376048;9.783337;58.870709;46.76;183.56;264.778038777;86;266672;8843686940;8187273466;3718174084;;;;
little;200064;0;1799936;573811;256;1;1300;1177.200;19.277111;29.183795;9.663935;67.426362;45.58;175.02;261.399742086;84;266608;6263544827;12810554483;8173275948;;;;
little;200064;0;1799936;573318;256;1;1400;1191.600;19.569567;29.332390;9.794383;77.807761;45.92;175.92;264.261025767;83;266596;4089687732;4436518546;3728836772;;;;
little;200064;0;1799936;573675;256;2;200;3276.00;52.859581;70.043475;30.547187;28.641489;167.19;669.83;827.243537239;100;266652;7497866914;7860389287;8418427907;;;;
little;200064;0;1799936;572483;256;2;300;2336.400;38.557378;52.723084;21.550746;27.822244;118.81;478.08;583.537090260;102;266588;13277325587;5546327693;8404316699;;;;
little;200064;0;1799936;572711;256;2;400;1940.400;32.580440;45.426675;17.699111;28.142052;97.94;377.95;479.248948705;99;266592;8434078386;9081416824;8378978787;;;;
little;200064;0;1799936;572769;256;2;500;1728.00;29.231398;41.183170;15.657179;28.735643;86.30;309.42;423.877936509;93;266652;8098338387;4413496915;8387315646;;;;
little;200064;0;1799936;572936;256;2;600;1573.200;26.558792;38.143679;14.090751;33.017809;76.11;266.85;381.691788613;89;266664;9165776740;12345113414;8391440407;;;;
little;200064;0;1799936;573787;256;2;700;1468.800;24.801952;35.981293;13.020341;36.985953;69.72;239.29;352.580108452;87;266592;9019376282;11793722999;8389675319;;;;
little;200064;0;1799936;574070;256;2;800;1389.600;23.431722;34.487716;12.212405;41.104270;65.17;220.71;330.615218895;86;266720;10802469336;11375053298;8380456448;;;;
little;200064;0;1799936;573466;256;2;900;1328.400;22.274259;33.263714;11.580679;45.672054;61.84;203.36;313.563453809;84;266728;10475623825;11194841306;8393349287;;;;
little;200064;0;1799936;572958;256;2;1000;1278.000;21.331667;32.048391;11.008391;50.619610;57.94;191.75;298.167460954;83;266588;9663057012;11003770526;8389357701;;;;
little;200064;0;1799936;573319;256;2;1100;1216.800;20.285453;30.704198;10.285404;62.365979;54.81;174.10;277.985532493;82;266644;9800418820;10925871063;8389948776;;;;
little;200064;0;1799936;573203;256;2;1200;1213.200;20.095830;30.656595;10.259104;62.262883;54.82;173.97;277.602991307;82;266720;9614295308;10993592347;8350854368;;;;
little;200064;0;1799936;573898;256;2;1300;1198.800;19.847295;30.222382;10.012673;70.196804;53.30;168.30;270.718303620;81;266584;9895631550;11092550848;8387015945;;;;
little;200064;0;1799936;572216;256;2;1400;1202.400;19.699489;30.002777;9.946397;80.041157;52.57;164.38;268.373835725;80;266600;8562240830;7025099115;8385792811;;;;
